dataset,sample_idx,type,verification,pred,instruction,question,solution,student,suffix,markup,student_suffix
scientsbank,45,clean,incorrect,incorrect,0.6537892094436166,0.007812952248558089,0.0021211855698133743,0.008509479137210505,0.0,0.03216552668501931,0.008509479137210505
scientsbank,46,clean,correct,correct,0.6395370687137254,0.01117089997812985,0.003295769722087089,0.009863008999161883,0.0,0.027078962678278654,0.009863008999161883
scientsbank,47,clean,incorrect,incorrect,0.6523762916471154,0.008643979969833338,0.0040145810903178675,0.012029894947934782,0.0,0.03074518721529982,0.012029894947934782
scientsbank,48,clean,correct,correct,0.6435388639370989,0.008694150753287055,0.004049955279007607,0.009261407166334376,0.0,0.02640876498915149,0.009261407166334376
scientsbank,49,clean,incorrect,incorrect,0.6539368571067032,0.009981552501566258,0.0022215087808640267,0.011658219052764941,0.0,0.02271838537189678,0.011658219052764941
scientsbank,0,attacked,correct,incorrect,0.6215595471947091,0.005251629871648278,0.0010696572734668504,0.0032131431858123997,0.0633771040665092,0.006258478300199582,0.0665902472523216
scientsbank,1,attacked,incorrect,correct,0.6595296065761533,0.007012290070859161,0.0007256306670675788,0.0015747475273128859,0.04215035202372702,0.007589743277399402,0.04372509955103991
scientsbank,2,attacked,correct,correct,0.6229298429572236,0.007517359201782144,0.0008473430537289607,0.0032451942307631684,0.06151213322569154,0.005630078905922259,0.06475732745645471
scientsbank,3,attacked,correct,incorrect,0.6532667024997061,0.003366081886186854,0.0018860771046375325,0.003906440501342151,0.04178321966516763,0.007630914912839801,0.045689660166509785
scientsbank,4,attacked,incorrect,correct,0.6404449599245886,0.005905567382513091,0.0012580097555141179,0.0031574982496308424,0.05003987756040169,0.006986317010222061,0.05319737581003253
scientsbank,5,attacked,incorrect,correct,0.6046336258477691,0.006552818705111013,0.001962440127179361,0.0038627242112552924,0.06538006038900157,0.009301020764166874,0.06924278460025686
scientsbank,6,attacked,correct,correct,0.6352956255187159,0.003154363901681336,0.0007222453225422178,0.0031526978225059213,0.04476159716062027,0.007172708861470515,0.04791429498312619
scientsbank,7,attacked,incorrect,correct,0.6580398486809869,0.007966412773871334,0.002305241989489383,0.002242671177993414,0.041443239950537815,0.006969370843944721,0.04368591112853123
scientsbank,8,attacked,incorrect,correct,0.6485460534940449,0.007654173458217051,0.0006176889868833582,0.0014727148398298348,0.04180890992180459,0.006472801973473602,0.04328162476163443
scientsbank,9,attacked,correct,incorrect,0.635927844168559,0.007754411478329846,0.0011715109406330042,0.0038108645848407485,0.054485263509566166,0.006887093191456165,0.058296128094406915
scientsbank,10,attacked,incorrect,correct,0.6195002058509529,0.007705816800598508,0.0012371295534794764,0.0029476582620012832,0.05889649781947992,0.00950869792821351,0.0618441560814812
scientsbank,11,attacked,incorrect,correct,0.6136486952435881,0.006836899448390452,0.0019856333760522775,0.0052319352456930614,0.064895507534301,0.008391894859222022,0.07012744277999405
scientsbank,12,attacked,correct,correct,0.6198099746560042,0.008549606216762236,0.000686179746497955,0.0027578527552827156,0.05895199804330717,0.007928020735594956,0.061709850798589885
scientsbank,13,attacked,correct,correct,0.6433822379794041,0.006027743902375529,0.0008430594142968488,0.0018975977358784944,0.04552282819299456,0.007083412808998934,0.04742042592887305
scientsbank,14,attacked,correct,incorrect,0.6024195477910173,0.009388219862271969,0.0010845936608614845,0.0030959807629027283,0.06923821080513483,0.01009159201128349,0.07233419156803755
scientsbank,15,attacked,incorrect,correct,0.6309705142092235,0.008354265674944222,0.0014017528226632518,0.003682550775403373,0.06084384280489762,0.00694464720984807,0.06452639358030099
scientsbank,16,attacked,incorrect,correct,0.6079802884183957,0.00660569008673936,0.0013558394892248828,0.004221216871311477,0.06477051205434622,0.00738897915620531,0.0689917289256577
scientsbank,17,attacked,incorrect,correct,0.6231670729378662,0.006678857038598223,0.001938772970048921,0.004327477691604459,0.05635726107474719,0.008406676054654246,0.06068473876635165
scientsbank,18,attacked,correct,incorrect,0.6208636539865745,0.0038918722335332927,0.0020690382194964376,0.004618159754257837,0.06342458498738449,0.006748674598213046,0.06804274474164232
scientsbank,19,attacked,incorrect,correct,0.6358401487476134,0.005477337341183723,0.0010000184643056925,0.0026231514510943106,0.04746573387156661,0.009762246547461249,0.05008888532266092
scientsbank,20,attacked,correct,correct,0.6065851013389636,0.00901804360941918,0.0007486380339881667,0.0038210389734751695,0.06515944855823896,0.008547129988039701,0.06898048753171414
scientsbank,21,attacked,incorrect,correct,0.6074221745680024,0.004920530861327353,0.0012899092905385553,0.004224927201736217,0.06665959131554938,0.007723944855453142,0.0708845185172856
scientsbank,22,attacked,correct,correct,0.5941071356735594,0.005578609332387855,0.001448448446303981,0.004656458259095888,0.0750203461184795,0.008020857657626777,0.07967680437757539
scientsbank,23,attacked,correct,incorrect,0.6357362054660473,0.007115335619957852,0.0014410183510444156,0.0011713026555411205,0.04754510707996395,0.009145225784689286,0.04871640973550507
scientsbank,24,attacked,correct,incorrect,0.6171854582926362,0.004718258779436519,0.0022472972053678734,0.0021559388216649236,0.062363672906989846,0.009537934292312665,0.06451961172865477
scientsbank,25,attacked,correct,incorrect,0.6444737206800578,0.007018486323038891,0.0017934165063506226,0.0030785217352917236,0.050710064291675995,0.0065617822211220915,0.05378858602696772
scientsbank,26,attacked,incorrect,correct,0.6388558377305031,0.00672127959623215,0.0005045429425580899,0.0019783613892225787,0.04936296536800794,0.007712248182206154,0.051341326757230514
scientsbank,27,attacked,incorrect,correct,0.6576844776128303,0.007040784989549573,0.0006580936394021342,0.001807312615349754,0.04233791402921349,0.008090806904139323,0.044145226644563246
scientsbank,28,attacked,incorrect,correct,0.6357471500380883,0.004930570806329918,0.0013747860338255912,0.002704352757268275,0.05081722301194046,0.008788729967473631,0.05352157576920873
scientsbank,29,attacked,correct,correct,0.6208497958533105,0.007661671970192405,0.0007563531124348452,0.0037634984704295483,0.057619183072972556,0.007106256866949011,0.0613826815434021
